Event_Id,Investigation_Type,Accident_Number,Event_Date,Location,Country,Airport_Name,Injury_Severity,Aircraft_Damage,Registration_Number,Make,Model,Number_Of_Engines,Engine_Type,Purpose_Of_Flight,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_Phase_Of_Flight,Publication_Date,Total_Passengers,Fatal_Injury_Number,Uninjured_Number
20020917X02170,Accident,LAX82DA059,1982-02-01,"LAS VEGAS, NV",United States,N. LAS VEGAS AIR TERMINAL,Non-Fatal,Substantial,N5481S,Cessna,TR182,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,01-02-1983,2.0,0.0,1.0
20020917X02006,Accident,FTW82DA053,1982-02-01,"LAS CRUCES, NM",United States,CRAWFORD,Non-Fatal,Substantial,N2575X,Cessna,P206,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,01-02-1983,3.0,0.0,1.0
20020917X02139,Accident,FTW82FRD08,1982-02-02,"JEANERETTE, LA",United States,,Fatal(2),Destroyed,N3166J,Cessna,150G,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Unknown,02-02-1983,2.0,1.0,0.0
20020917X02581,Accident,SEA82DA024,1982-02-02,"MOSES LAKE, WA",United States,PRIVATE STRIP,Non-Fatal,Substantial,N756GF,Cessna,U206G,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,02-02-1983,1.0,0.0,1.0
20020917X02007,Accident,FTW82DA054,1982-02-02,"DRYDEN, TX",United States,TERRELL COUNTY,Non-Fatal,Substantial,N6618N,Cessna,T210N,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,02-02-1983,1.0,0.0,1.0
20020917X02582,Accident,SEA82DA025,1982-02-03,"NR. COLBERT, WA",United States,,Non-Fatal,Substantial,N5527G,Cessna,150J,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Maneuvering,03-02-1983,2.0,0.0,1.0
20020917X01665,Accident,ATL82DA046,1982-02-05,"LUVERNE, AL",United States,FRANK SIKES,Non-Fatal,Substantial,N123WL,Cessna,T210L,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Climb,05-02-1983,1.0,0.0,0.0
20020917X02585,Accident,SEA82DA028A,1982-02-06,"MEDFORD, OR",United States,MEDFORD-JACKSON COUNTY,Non-Fatal,Minor,N56270,Boeing,A75N1,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,3.0,VMC,Taxi,06-02-1983,3.0,0.0,1.0
20020917X02173,Accident,LAX82DA065A,1982-02-06,"SAN JOSE, CA",United States,RIED HILLVIEW,Non-Fatal,Substantial,N3343D,Cessna,180,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Taxi,06-02-1983,3.0,0.0,1.0
20020917X02172,Accident,LAX82DA064,1982-02-06,"CORONA, CA",United States,,Non-Fatal,Substantial,N49013,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,06-02-1983,2.0,0.0,1.0
20020917X01787,Accident,CHI82DA036,1982-02-06,"PEORIA, IL",United States,MOUNT HAWLEY AUX.,Non-Fatal,Substantial,N8510S,Cessna,182H,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,06-02-1983,2.0,0.0,1.0
20020917X01786,Accident,CHI82DA035,1982-02-06,"BUFFALO, MN",United States,BUFFALO,Non-Fatal,Substantial,N10794,Cessna,150,1.0,Reciprocating,Instructional,0.0,0.0,2.0,0.0,VMC,Landing,06-02-1983,2.0,0.0,0.0
20020917X02402,Accident,MIA82FA044A,1982-02-07,"W. OF HOMESTEAD, FL",United States,,Fatal(8),Destroyed,N2280G,Cessna,182B,1.0,Reciprocating,Personal,8.0,0.0,0.0,0.0,VMC,Cruise,07-02-1983,8.0,1.0,0.0
20020917X02265,Accident,LAX82FA072,1982-02-07,"6 NM NORTH OF S, AZ",United States,,Fatal(4),Destroyed,N731NQ,Cessna,P210N,1.0,Reciprocating,Unknown,4.0,0.0,0.0,0.0,IMC,Cruise,07-02-1983,4.0,1.0,0.0
20020917X02493,Accident,NYC82DA031,1982-02-07,"WRIGHTSTOWN, NJ",United States,MCGUIRE AFB,Non-Fatal,Substantial,N738QM,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,Landing,07-02-1983,5.0,0.0,1.0
20020917X02434,Accident,MKC82DA029,1982-02-07,"CAPE GIRARDEAU, MO",United States,CAPE GIRARDEAU MUNICIPAL,Non-Fatal,Substantial,N5272B,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,07-02-1983,1.0,0.0,1.0
20020917X02009,Accident,FTW82DA056,1982-02-07,"ARTESIA, NM",United States,ARTESIA MUNICIPAL,Non-Fatal,Substantial,N33281,Cessna,177RG,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Taxi,07-02-1983,2.0,0.0,1.0
20020917X01792,Accident,CHI82DA041,1982-02-07,"BENTON HARBOR, MI",United States,ROSS FIELD,Non-Fatal,Substantial,N9893J,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,07-02-1983,4.0,0.0,1.0
20020917X01791,Accident,CHI82DA040,1982-02-07,"CANTON, MI",United States,,Non-Fatal,Substantial,N46733,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Cruise,07-02-1983,1.0,0.0,1.0
20020917X01789,Accident,CHI82DA038,1982-02-07,"GREENCASTLE, IN",United States,PUTNAM COUNTY,Non-Fatal,Substantial,N7804U,Cessna,172,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,07-02-1983,1.0,0.0,1.0
20020917X02263,Accident,LAX82FA070,1982-02-08,"SANTA YSABEL, CA",United States,,Fatal(1),Destroyed,N733ZR,Cessna,172N,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Cruise,08-02-1983,1.0,1.0,0.0
20020917X01667,Accident,ATL82DA049,1982-02-08,"BROWNSVILLE, KY",United States,MEREDITH,Non-Fatal,Destroyed,N13165,Cessna,C-172,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Climb,08-02-1983,1.0,0.0,0.0
20020917X01879,Accident,CHI82DEE13,1982-02-08,"LANSING, IL",United States,LANSING MUNI,Non-Fatal,Substantial,N65619,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,08-02-1983,1.0,0.0,1.0
20020917X01754,Accident,ATL82FKW04,1982-02-08,"NASHVILLE, TN",United States,,Non-Fatal,Substantial,N9479M,Cessna,182P,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Approach,08-02-1983,1.0,0.0,0.0
20020917X01668,Accident,ATL82DA050,1982-02-08,"STATESBORO, GA",United States,DAVIS AIRPARK,Non-Fatal,Substantial,N89047,Cessna,140,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,08-02-1983,1.0,0.0,1.0
20020917X02174,Accident,LAX82DA066,1982-02-09,"CARLSBAD, CA",United States,CARLSBAD AIRPORT,Non-Fatal,Substantial,N69DH,Cessna,310R,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Takeoff,09-02-1983,2.0,0.0,1.0
20020917X01795,Accident,CHI82DA044,1982-02-09,"ANOKA, MN",United States,GATEWAY NORTH INDUSTRIAL,Non-Fatal,Substantial,N12562,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,09-02-1983,1.0,0.0,1.0
20020917X01743,Accident,ATL82FID06,1982-02-09,"NEWPORT NEWS, VA",United States,NEWPORT NEWS,Non-Fatal,Substantial,N5218J,Cessna,402B,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,IMC,Go-around,09-02-1983,1.0,0.0,1.0
20020917X01627,Accident,ANC82DA018,1982-02-09,"FORT YUKON, AK",United States,,Non-Fatal,Substantial,N8456Q,Cessna,185,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Taxi,09-02-1983,2.0,0.0,1.0
20020917X02416,Accident,MIA82FLD16,1982-02-10,"LAKE WALES, FL",United States,LAKE WALES,Non-Fatal,Destroyed,N5207J,Cessna,310,2.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Approach,10-02-1983,2.0,0.0,0.0
20020917X02494,Accident,NYC82DA032,1982-02-10,"PLYMOUTH, MA",United States,PLYMOUTH COUNTY,Non-Fatal,Substantial,N84330,Cessna,172K,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,10-02-1983,1.0,0.0,1.0
20020917X01924,Accident,DEN82DA030,1982-02-10,"SPANISH FORK, UT",United States,SPANISH FORK,Non-Fatal,Substantial,N5439J,Cessna,421B,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Landing,10-02-1983,2.0,0.0,1.0
20020917X01725,Accident,ATL82FA052,1982-02-10,"JESSUP, GA",United States,WAYNE COUNTY,Non-Fatal,Substantial,N8299F,Cessna,401,2.0,Reciprocating,Business,0.0,0.0,0.0,5.0,VMC,Cruise,10-02-1983,5.0,0.0,1.0
20020917X02403,Accident,MIA82FA045,1982-02-11,"MIAMI, FL",United States,,Fatal(2),Destroyed,N24CC,Cessna,421,2.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,IMC,Cruise,11-02-1983,2.0,1.0,0.0
20020917X02435,Accident,MKC82DA030,1982-02-11,"CHESTERFIELD, MO",United States,SPIRIT OF ST. LOUIS,Non-Fatal,Substantial,N757YE,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,11-02-1983,1.0,0.0,1.0
20020917X01804,Accident,CHI82DA054,1982-02-12,"ELYRIA, OH",United States,LORAIN COUNTY REGIONAL,Non-Fatal,Substantial,N49952,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Landing,12-02-1983,1.0,0.0,0.0
20020917X02269,Accident,LAX82FA078,1982-02-13,"HOLLISTER, CA",United States,,Fatal(4),Destroyed,N99WM,Cessna,172K,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,Cruise,13-02-1983,4.0,1.0,0.0
20020917X02442,Accident,MKC82DA037,1982-02-13,"GRAIN VALLEY, MO",United States,EAST KANSAS CITY,Non-Fatal,Substantial,N7947Z,Cessna,150,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,13-02-1983,1.0,0.0,1.0
20020917X02439,Accident,MKC82DA034,1982-02-13,"MOBERLY, MO",United States,BRADLEY,Non-Fatal,Substantial,N4822B,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,13-02-1983,1.0,0.0,1.0
20020917X02010,Accident,FTW82DA057,1982-02-13,"NAVAJO DAM, NM",United States,NAVAJO STATE PARK,Non-Fatal,Substantial,N8862B,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,13-02-1983,2.0,0.0,1.0
20020917X01797,Accident,CHI82DA046,1982-02-13,"ALTAMONT, IL",United States,,Non-Fatal,Substantial,N9447U,Cessna,150,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,13-02-1983,1.0,0.0,0.0
20020917X02237,Accident,LAX82DUG06,1982-02-14,"DAGGETT, CA",United States,,Non-Fatal,Destroyed,N4539U,Cessna,150,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Descent,14-02-1983,2.0,0.0,0.0
20020917X02011,Accident,FTW82DA058,1982-02-14,"CLEVELAND, TX",United States,CLEVELAND,Non-Fatal,Destroyed,N5101B,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,14-02-1983,1.0,0.0,1.0
20020917X02436,Accident,MKC82DA031,1982-02-14,"CHESTERFIELD, MO",United States,SPIRIT OF ST. LOUIS,Non-Fatal,Substantial,N18102,Cessna,150,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,14-02-1983,1.0,0.0,1.0
20020917X01799,Accident,CHI82DA049,1982-02-14,"LAMBERTVILLE, MI",United States,TOLEDO SUBURBAN,Non-Fatal,Substantial,N5543J,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,14-02-1983,4.0,0.0,1.0
20020917X02336,Incident,LAX82IA075,1982-02-15,"ONTARIO, CA",United States,ONTARIO INTERNATIONAL,Incident,Minor,N73717,Boeing,B737-2H4,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,119.0,IMC,Approach,15-02-1983,119.0,0.0,1.0
20020917X02012,Accident,FTW82DA059,1982-02-15,"FARMERVILLE, LA",United States,,Non-Fatal,Destroyed,N6822T,Cessna,310D,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Takeoff,15-02-1983,2.0,0.0,1.0
20020917X02437,Accident,MKC82DA032,1982-02-15,"CHESTERFIELD, MO",United States,SPIRIT OF ST. LOUIS,Non-Fatal,Substantial,N24311,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,15-02-1983,1.0,0.0,1.0
20020917X01801,Accident,CHI82DA051,1982-02-15,"FORT WAYNE, IN",United States,FORT WAYNE MUNI.,Non-Fatal,Substantial,N757FX,Cessna,152(II),1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,15-02-1983,1.0,0.0,1.0
20020917X01718,Accident,ATL82DLJ05,1982-02-15,"FAYETTEVILLE, NC",United States,I-95 SOUTH,Non-Fatal,Substantial,N63536,Cessna,150M,1.0,Reciprocating,Instructional,0.0,0.0,1.0,1.0,VMC,Approach,15-02-1983,2.0,0.0,0.5
20020917X02346,Accident,MIA82DA047,1982-02-15,SAN JUAN,Puerto Rico,SAN JUAN INTL,Non-Fatal,Substantial,N21732,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,15-02-1983,1.0,0.0,1.0
20020917X02360,Accident,MIA82DA065,1982-02-17,"OPA LOCKA, FL",United States,OPA LOCKA,Non-Fatal,Destroyed,N757TY,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Taxi,17-02-1983,1.0,0.0,1.0
20020917X02176,Accident,LAX82DA076,1982-02-17,"SAN LUIS OBISPO, CA",United States,SAN LUIS OBISPO,Non-Fatal,Substantial,N6585H,Cessna,172M,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,17-02-1983,2.0,0.0,1.0
20020917X01928,Accident,DEN82DA035,1982-02-17,"7 MILES N. OF S, CO",United States,,Non-Fatal,Substantial,N33NF,Cessna,177RG,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,17-02-1983,1.0,0.0,1.0
20020917X01927,Accident,DEN82DA033,1982-02-17,"RAPID CITY, SD",United States,PETE LEIN FIELD,Non-Fatal,Substantial,N5314A,Cessna,210,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,17-02-1983,3.0,0.0,1.0
20020917X01926,Accident,DEN82DA032,1982-02-17,"BLANDING, UT",United States,BLANDING CITY MUNICIPAL,Non-Fatal,Substantial,N4814K,Cessna,210,1.0,Reciprocating,Business,0.0,0.0,2.0,0.0,IMC,Approach,17-02-1983,2.0,0.0,0.0
20020917X02404,Accident,MIA82FA051,1982-02-17,"MIAMI, FL",United States,MIAMI INTERNATIONAL,Non-Fatal,Substantial,N4734,Boeing,727-235,3.0,Turbo Fan,Unknown,0.0,1.0,1.0,51.0,VMC,Takeoff,17-02-1983,53.0,0.0,0.9622641509433962
20020917X02630,Incident,SEA82IA029,1982-02-18,"BOISE, ID",United States,BOISE AIR TERMINAL,Incident,Minor,N101RA,Embraer,EMB-11OP1,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,16.0,VMC,Takeoff,18-02-1983,16.0,0.0,1.0
20020917X02498,Accident,NYC82DA037,1982-02-18,"SCOTIA, NY",United States,,Non-Fatal,Substantial,N510PE,Cessna,T210N,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,18-02-1983,1.0,0.0,1.0
20020917X02014,Accident,FTW82DA061,1982-02-19,"MESQUITE, TX",United States,HUDSON FIELD,Non-Fatal,Substantial,N2605L,Cessna,172H,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,19-02-1983,1.0,0.0,1.0
20020917X01818,Accident,CHI82DA069,1982-02-19,"NEW RICHLAND, MN",United States,ARNEMAN FIELD,Non-Fatal,Substantial,N3328D,Cessna,180,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,Landing,19-02-1983,1.0,0.0,1.0
20020917X01809,Accident,CHI82DA060,1982-02-19,"ROSELLE, IL",United States,,Non-Fatal,Substantial,N210GL,Cessna,172A,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,UNK,Takeoff,19-02-1983,2.0,0.0,1.0
20020917X02351,Accident,MIA82DA055,1982-02-19,"PEMBROKE PINES, FL",United States,,Non-Fatal,Substantial,N4721F,Cessna,P206B,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,UNK,Landing,19-02-1983,1.0,0.0,1.0
20020917X01885,Accident,CHI82FA059,1982-02-19,"OSHKOSH, WI",United States,WITTMAN,Non-Fatal,Substantial,N6761H,Cessna,404,2.0,Reciprocating,Unknown,0.0,0.0,0.0,7.0,IMC,Landing,19-02-1983,7.0,0.0,1.0
20020917X02178,Accident,LAX82DA082,1982-02-20,"GUSTINE, CA",United States,GUSTINE,Fatal(1),Destroyed,N4307Q,Cessna,172L,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Approach,20-02-1983,2.0,0.5,0.0
20020917X02126,Accident,FTW82FQA14,1982-02-20,"FORT SUMNER, NM",United States,,Fatal(2),Destroyed,N759QR,Cessna,182Q,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Maneuvering,20-02-1983,2.0,1.0,0.0
20020917X02350,Accident,MIA82DA054,1982-02-20,"ST. PETERSBURG, FL",United States,ALBERT WHITTED,Non-Fatal,Substantial,N24725,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,20-02-1983,1.0,0.0,1.0
20020917X02177,Accident,LAX82DA081,1982-02-20,"GRAND CANYON, AZ",United States,GRAND CANYON,Non-Fatal,Substantial,N529CA,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Takeoff,20-02-1983,3.0,0.0,1.0
20020917X02017,Accident,FTW82DA065,1982-02-20,"LUBBOCK, TX",United States,TOWN AND COUNTRY,Non-Fatal,Substantial,N9320U,Cessna,150M,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,20-02-1983,2.0,0.0,1.0
20020917X02015,Accident,FTW82DA063,1982-02-20,"KROTZ SPRINGS, LA",United States,,Non-Fatal,Substantial,N77029,Cessna,140,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Maneuvering,20-02-1983,1.0,0.0,1.0
20020917X01810,Accident,CHI82DA061,1982-02-20,"FRANKLIN, WI",United States,RAINBOW,Non-Fatal,Substantial,N63213,Cessna,150,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,20-02-1983,2.0,0.0,1.0
20020917X02440,Accident,MKC82DA035,1982-02-21,"TIPTON, IA",United States,MATHEWS MEMORIAL,Non-Fatal,Substantial,N64998,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,21-02-1983,1.0,0.0,1.0
20020917X02270,Accident,LAX82FA080,1982-02-21,"CATALINA ISLAND, CA",United States,,Non-Fatal,Substantial,N4906G,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,1.0,3.0,VMC,Cruise,21-02-1983,4.0,0.0,0.75
20020917X01815,Accident,CHI82DA066,1982-02-21,"PLAINFIELD, IL",United States,CLOW INTL AIRPORT,Non-Fatal,Substantial,N6112Q,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,21-02-1983,1.0,0.0,1.0
20020917X02509,Accident,NYC82DA049,1982-02-22,"WESTERLY, RI",United States,WESTERLY STATE,Non-Fatal,Substantial,N5358J,Cessna,421C,2.0,Reciprocating,Personal,0.0,0.0,0.0,6.0,VMC,Cruise,22-02-1983,6.0,0.0,1.0
20020917X02018,Accident,FTW82DA066,1982-02-22,"NEAR PATTERSON, LA",United States,,Non-Fatal,Substantial,N61766,Cessna,A185F,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Taxi,22-02-1983,2.0,0.0,1.0
20020917X02016,Accident,FTW82DA064,1982-02-22,"ABILENE, TX",United States,ABILENE MUNI.,Non-Fatal,Substantial,N3643C,Cessna,180,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,22-02-1983,1.0,0.0,1.0
20020917X02352,Accident,MIA82DA056,1982-02-22,"FLORIDA CITY, FL",United States,,Non-Fatal,Substantial,N7335E,Cessna,210A,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,UNK,Other,22-02-1983,1.0,0.0,1.0
20020917X02245,Accident,LAX82DVD10,1982-02-23,"LODI, CA",United States,THOMAS RANCH,Non-Fatal,Destroyed,N731RG,Cessna,A188B,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC,Takeoff,23-02-1983,1.0,0.0,0.0
20020917X02020,Accident,FTW82DA068,1982-02-23,"KINGFISHER, OK",United States,KINGFISHER,Non-Fatal,Substantial,N7178A,Cessna,172,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,23-02-1983,1.0,0.0,1.0
20020917X01819,Accident,CHI82DA070,1982-02-23,"OXFORD, OH",United States,MIAMI UNIVERSITY,Non-Fatal,Substantial,N68298,Cessna,152II,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,23-02-1983,1.0,0.0,1.0
20020917X02367,Accident,MIA82DA077,1982-02-23,ATLANTIC OCEAN,ATLANTIC OCEAN,,Non-Fatal,Destroyed,N761MG,Cessna,210,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Cruise,23-02-1983,2.0,0.0,0.0
20020917X02097,Accident,FTW82FA069,1982-02-24,"FORT WORTH, TX",United States,OAK GROVE,Non-Fatal,Destroyed,N3942,Cessna,150,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,IMC,Landing,24-02-1983,2.0,0.0,1.0
20020917X02021,Accident,FTW82DA070,1982-02-24,"HENNESSEY, OK",United States,HAYMAKER,Non-Fatal,Destroyed,N79325,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,24-02-1983,3.0,0.0,1.0
20020917X02501,Accident,NYC82DA040,1982-02-24,"DOYLESTOWN, PA",United States,DOYLESTOWN,Non-Fatal,Substantial,N1EJ,Cessna,310Q,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,24-02-1983,2.0,0.0,1.0
20020917X01820,Accident,CHI82DA071,1982-02-24,"BRYAN, OH",United States,BRYAN,Non-Fatal,Substantial,N7812Q,Cessna,414,2.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,Landing,24-02-1983,1.0,0.0,1.0
20020917X01729,Accident,ATL82FA059,1982-02-25,"HILTON HEAD, SC",United States,,Fatal(4),Destroyed,CGMYL,Cessna,210L,1.0,Reciprocating,Unknown,4.0,0.0,0.0,0.0,VMC,Cruise,25-02-1983,4.0,1.0,0.0
20020917X02030,Accident,FTW82DA080,1982-02-25,"EUNICE, LA",United States,EUNICE AIRPORT,Non-Fatal,Substantial,N100CA,Cessna,421B,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,3.0,VMC,Landing,25-02-1983,3.0,0.0,1.0
20020917X02445,Accident,MKC82DA040,1982-02-26,"MCPHERSON, KS",United States,MCPHERSON,Non-Fatal,Substantial,N757PF,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,26-02-1983,1.0,0.0,1.0
20020917X01821,Accident,CHI82DA073,1982-02-26,"MANCHESTER, MI",United States,ROSSITTIE,Non-Fatal,Substantial,N9101U,Cessna,150,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,26-02-1983,1.0,0.0,1.0
20020917X02299,Accident,LAX82FUJ29,1982-02-26,"ELOY, AZ",United States,,Non-Fatal,Substantial,N8588T,Cessna,182C,1.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,Approach,26-02-1983,1.0,0.0,0.0
20020917X02354,Accident,MIA82DA058,1982-02-27,"MIAMI BEACH, FL",United States,,Non-Fatal,Destroyed,N24542,Cessna,152,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,27-02-1983,1.0,0.0,1.0
20020917X02540,Accident,NYC82FA041,1982-02-27,"ERWINNA, PA",United States,VANSANT,Non-Fatal,Substantial,N3318J,Cessna,150G,1.0,Reciprocating,Instructional,0.0,1.0,0.0,0.0,VMC,Approach,27-02-1983,1.0,0.0,0.0
20020917X02356,Accident,MIA82DA060,1982-02-27,"NEW PORT RICHEY, FL",United States,WEST PASCO,Non-Fatal,Substantial,N3406C,Cessna,170,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,27-02-1983,1.0,0.0,0.0
20020917X02323,Accident,LAX82FVG18,1982-02-27,"SACRAMENTO, CA",United States,EXEC,Non-Fatal,Substantial,N14MC,Cessna,320C,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Taxi,27-02-1983,3.0,0.0,1.0
20020917X02022,Accident,FTW82DA072,1982-02-27,"CLOVIS, NM",United States,CLOVIS MUNICIPAL,Non-Fatal,Substantial,N761PK,Cessna,T210M,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Landing,27-02-1983,2.0,0.0,1.0
20020917X01822,Accident,CHI82DA074,1982-02-27,"WILLIAMSBURG, MI",United States,ACME,Non-Fatal,Substantial,N47559,Cessna,152,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,27-02-1983,2.0,0.0,1.0
20020917X02273,Accident,LAX82FA088,1982-02-28,"VERDI, NV",United States,,Fatal(6),Destroyed,N93338,Cessna,T21OL,1.0,Reciprocating,Personal,6.0,0.0,0.0,0.0,VMC,Climb,28-02-1983,6.0,1.0,0.0
20020917X02587,Accident,SEA82DA031,1982-02-28,"REDMOND, WA",United States,,Non-Fatal,Substantial,N4787E,Cessna,172N,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,28-02-1983,2.0,0.0,1.0
20020917X02357,Accident,MIA82DA061,1982-02-28,"LAKE CITY, FL",United States,,Non-Fatal,Substantial,N1026M,Cessna,172L,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,28-02-1983,2.0,0.0,1.0
20020917X02094,Accident,FTW82DPM10,1982-02-28,"WAGONER, OK",United States,,Non-Fatal,Substantial,N9688A,Cessna,140A,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Maneuvering,28-02-1983,1.0,0.0,0.0
20020917X02027,Accident,FTW82DA077,1982-02-28,"ARKADELPHIA, AR",United States,,Non-Fatal,Substantial,N4912H,Cessna,152,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Maneuvering,28-02-1983,2.0,0.0,1.0
