Event_Id,Investigation_Type,Accident_Number,Event_Date,Location,Country,Airport_Name,Injury_Severity,Aircraft_Damage,Registration_Number,Make,Model,Number_Of_Engines,Engine_Type,Purpose_Of_Flight,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_Phase_Of_Flight,Publication_Date,Total_Passengers,Fatal_Injury_Number,Uninjured_Number
20001214X41884,Accident,NYC85LA042,1984-12-12,"LAWRENCE, MA",United States,LAWRENCE,Non-Fatal,Destroyed,N8CF,Cessna,T337G,2.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,IMC,Maneuvering,,3.0,0.0,0.0
20001214X41804,Accident,LAX85FA069,1984-12-12,"ROSAMOND, CA",United States,,Fatal(2),Destroyed,N49806,Cessna,152,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Cruise,,2.0,1.0,0.0
20001214X41805,Accident,LAX85FA070,1984-12-13,"DESERT CENTER, CA",United States,,Fatal(3),Destroyed,N7310K,Cessna,R172K,1.0,Reciprocating,Business,3.0,0.0,0.0,0.0,UNK,Cruise,,3.0,1.0,0.0
20001214X41836,Accident,LAX85LA087,1984-12-13,"PACOIMA, CA",United States,WHITEMAN,Non-Fatal,Substantial,N737PZ,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,,1.0,0.0,1.0
20001214X41760,Accident,DEN85LA041,1984-12-13,"CORTEZ, CO",United States,CORTEZ,Non-Fatal,Substantial,N980DW,Gulfstream,AEROCOMMANDER 695,2.0,Turbo Prop,Business,0.0,0.0,0.0,7.0,IMC,Takeoff,,7.0,0.0,1.0
20001214X41865,Accident,MKC85FA039,1984-12-14,"FT.SMITH, AR",United States,,Fatal(1),Destroyed,N64011,Cessna,180K,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Maneuvering,,1.0,1.0,0.0
20001214X41793,Accident,FTW85LA075,1984-12-14,"TEMPLE, TX",United States,,Non-Fatal,Destroyed,N5901F,Cessna,210G,1.0,Reciprocating,Personal,0.0,1.0,2.0,0.0,IMC,Cruise,,3.0,0.0,0.0
20001214X41829,Accident,LAX85LA077,1984-12-14,"SANTA MARIA, CA",United States,SANTA MARIA,Non-Fatal,Substantial,N34992,Cessna,177RG,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,,1.0,0.0,1.0
20001214X41827,Accident,LAX85LA072,1984-12-14,"GLENDALE, AZ",United States,,Non-Fatal,Substantial,N7967F,Cessna,150F,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,,1.0,0.0,1.0
20001214X41794,Accident,FTW85LA077,1984-12-14,"ODESSA, TX",United States,SCHLEMEYER,Non-Fatal,Substantial,N69477,Cessna,340,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,IMC,Descent,,2.0,0.0,1.0
20001214X41713,Accident,ATL85LA057,1984-12-15,"JOHNSON CITY, TN",United States,,Non-Fatal,Substantial,N8493T,Cessna,182C,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Maneuvering,,1.0,0.0,1.0
20001214X41808,Accident,LAX85FA074,1984-12-16,"PETALUMA, CA",United States,GNOSS FIELD,Fatal(2),Destroyed,N95337,Cessna,152,1.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,VMC,Maneuvering,,2.0,1.0,0.0
20001214X41764,Accident,DEN85LA046,1984-12-17,"RATON, NM",United States,CREWS,Non-Fatal,Destroyed,N365AA,Cessna,401A,2.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,VMC,Cruise,,3.0,0.0,1.0
20001214X41699,Accident,ATL85FA058,1984-12-17,"BUTLER, KY",United States,,Non-Fatal,Destroyed,N53648,Cessna,337,2.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Climb,,2.0,0.0,0.0
20001214X41795,Accident,FTW85LA080,1984-12-17,"VANCOURT, TX",United States,,Non-Fatal,Substantial,N6865D,Cessna,421C,2.0,Reciprocating,Business,0.0,0.0,0.0,4.0,IMC,Approach,,4.0,0.0,1.0
20001214X41740,Accident,CHI85LA071,1984-12-17,"LINCOLN, IL",United States,LOGAN COUNTY,Non-Fatal,Substantial,N2776Q,Cessna,182K,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,,4.0,0.0,1.0
20001214X41694,Accident,ANC85LA030,1984-12-17,"POINT HOPE, AK",United States,POINT HOPE,Non-Fatal,Substantial,N735QP,Cessna,U206,1.0,Reciprocating,Unknown,0.0,0.0,0.0,6.0,UNK,Takeoff,,6.0,0.0,1.0
20001214X41863,Accident,MKC85FA036,1984-12-19,"KAISER, MO",United States,,Fatal(1),Destroyed,N3325X,Cessna,310L,2.0,Reciprocating,Positioning,1.0,0.0,0.0,0.0,IMC,Maneuvering,,1.0,1.0,0.0
20001214X41700,Accident,ATL85FA060,1984-12-19,"HAMILTON, AL",United States,MARION COUNTY,Fatal(1),Destroyed,N4093F,Cessna,172,1.0,Reciprocating,Personal,1.0,2.0,0.0,0.0,IMC,Cruise,,3.0,0.3333333333333333,0.0
20001214X41903,Accident,SEA85LA045,1984-12-19,"DEER PARK, WA",United States,DEER PARK,Non-Fatal,Substantial,N7336B,Cessna,A152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Taxi,,2.0,0.0,1.0
20001214X41899,Accident,SEA85LA032,1984-12-19,"TONOPAH, NV",United States,TONOPATH,Non-Fatal,Substantial,N51SA,Cessna,402B TS,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,1.0,IMC,Cruise,,1.0,0.0,1.0
20001214X41728,Incident,BFO85IA056A,1984-12-20,"NEW ORLEANS, LA",United States,,Incident,,DABYP,Boeing,747-200,4.0,Turbo Fan,Unknown,0.0,0.0,0.0,365.0,VMC,Approach,,365.0,0.0,1.0
20001214X41902,Accident,SEA85LA041,1984-12-21,"COEUR D' ALENE, ID",United States,COEUR D'ALENE AIR TERM.,Non-Fatal,Substantial,N441CF,Cessna,441,2.0,Turbo Prop,Instructional,0.0,0.0,0.0,3.0,IMC,Takeoff,,3.0,0.0,1.0
20001214X41886,Accident,NYC85LA046,1984-12-21,"BURLINGTON, VT",United States,BURLINGTON,Non-Fatal,Substantial,N77110,Cessna,140,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,,2.0,0.0,1.0
20001214X41877,Accident,NYC85FA047,1984-12-22,"ROCHESTER, NY",United States,ROCHESTER-MONROE CO.,Fatal(1),Destroyed,N8064Q,Cessna,402B,2.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,Takeoff,,1.0,1.0,0.0
20001214X41741,Accident,CHI85LA074,1984-12-22,"STAUNTON, IL",United States,WILLHOLT,Non-Fatal,Substantial,N8232F,Cessna,150F,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,,1.0,0.0,1.0
20001214X41716,Accident,ATL85LA063,1984-12-22,"ROCKINGHAM, NC",United States,,Non-Fatal,Substantial,N3010S,Cessna,150G,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Cruise,,2.0,0.0,1.0
20001214X41868,Accident,MKC85FPG02,1984-12-23,"NEWPORT, AR",United States,,Non-Fatal,Destroyed,N94257,Cessna,210L,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,,1.0,0.0,0.0
20001214X41723,Accident,ATL85LKG02,1984-12-23,"TUSCALOOSA, AL",United States,TUSCALOOSCA,Non-Fatal,Substantial,N1947F,Cessna,172N,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,,1.0,0.0,1.0
20001214X41717,Accident,ATL85LA064,1984-12-23,"MOUNDSVILLE, WV",United States,MOUNDSVILLE,Non-Fatal,Substantial,N60209,Cessna,150,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Descent,,1.0,0.0,1.0
20001214X41811,Accident,LAX85FA084,1984-12-25,"TEMECULA, CA",United States,RANCHO CALIFORNIA,Non-Fatal,Destroyed,N5209A,Cessna,310,2.0,Reciprocating,Instructional,0.0,2.0,2.0,0.0,VMC,Takeoff,,4.0,0.0,0.0
20001214X41779,Accident,FTW85FA087,1984-12-25,"BRACKETTVILLE, TX",United States,,Fatal(3),Destroyed,N6578Y,Cessna,T210N,1.0,Reciprocating,Personal,3.0,0.0,2.0,0.0,IMC,Maneuvering,,5.0,0.6,0.0
20001214X41778,Accident,FTW85FA086,1984-12-25,"MARBLE FALLS, TX",United States,MARBLE FALLS,Fatal(1),Destroyed,N441CM,Cessna,441,2.0,Turbo Prop,Business,1.0,0.0,0.0,0.0,IMC,Maneuvering,,1.0,1.0,0.0
20001214X41835,Accident,LAX85LA085,1984-12-25,"COTTONWOOD, AZ",United States,,Non-Fatal,Substantial,N9164A,Cessna,170A,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Cruise,,2.0,0.0,0.0
20001214X41872,Accident,MKC85LA038,1984-12-26,"CARUTHERSVILLE, MO",United States,CARUTHERSVILLE MEMORIAL,Non-Fatal,Destroyed,N3535U,Cessna,182F,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Takeoff,,2.0,0.0,0.5
20001214X41812,Accident,LAX85FA086,1984-12-26,"LIVERMORE, CA",United States,,Fatal(1),Destroyed,N5184D,Cessna,172N,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Cruise,,1.0,1.0,0.0
20001214X41744,Accident,CHI85LA077,1984-12-26,"TROY, MI",United States,OAKLANO-TROY,Non-Fatal,Destroyed,N115EA,Cessna,402C,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,4.0,IMC,Takeoff,,4.0,0.0,1.0
20001214X41813,Accident,LAX85FA088,1984-12-27,"UPLAND, CA",United States,,Fatal(4),Destroyed,N735MJ,Cessna,182Q,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,UNK,Maneuvering,,4.0,1.0,0.0
20001214X41720,Accident,ATL85LA069,1984-12-27,"FAIRBURN, GA",United States,SOUTH FULTON SKYPORT,Non-Fatal,Substantial,N9347H,Cessna,172H,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,,1.0,0.0,1.0
20001214X41815,Accident,LAX85FA093,1984-12-28,"BIG BEAR CITY, CA",United States,BIG BEAR CITY,Fatal(5),Destroyed,N5948J,Cessna,182P,1.0,Reciprocating,Personal,5.0,0.0,0.0,0.0,IMC,Climb,,5.0,1.0,0.0
20001214X41847,Incident,MIA85IA069,1984-12-29,"SANFORD, FL",United States,SANFORD,Incident,Minor,N402PB,Cessna,402B,2.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,Cruise,,1.0,0.0,1.0
20001214X41781,Accident,FTW85FA090,1984-12-29,"GALVESTON, TX",United States,SCHOLES,Fatal(3),Destroyed,N2823Q,Cessna,172L,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,Takeoff,,3.0,1.0,0.0
20001214X41768,Accident,DEN85LA051,1984-12-29,"FARGO, ND",United States,WEST FARGO,Non-Fatal,Substantial,N48738,Cessna,152,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,,1.0,0.0,1.0
20001214X41705,Accident,ATL85FA071,1984-12-29,"DOTHAN, AL",United States,DOTHAN,Non-Fatal,Substantial,N6527D,Cessna,172N,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,IMC,Approach,,1.0,0.0,0.0
20001214X41769,Accident,DEN85LA052,1984-12-30,"FT. COLLINS, CO",United States,DOWNTOWN,Non-Fatal,Substantial,N9033H,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,,1.0,0.0,1.0
20001214X41901,Accident,SEA85LA038,1984-12-31,"PORT TOWNSEND, WA",United States,JEFFERSON COUNTY INTERN'L,Non-Fatal,Substantial,N4502E,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Takeoff,,2.0,0.0,0.0
20001214X41800,Accident,FTW85LA091,1984-12-31,"MONROE, LA",United States,REGIONAL,Non-Fatal,Substantial,N2127S,Cessna,210L,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,IMC,Approach,,4.0,0.0,1.0
20001214X41771,Accident,DEN85LA054,1984-12-31,"MARION, MT",United States,LOST PRAIRIE,Non-Fatal,Substantial,N966K,Cessna,180,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,,1.0,0.0,1.0
20001214X35495,Accident,DEN85FA055,1985-01-01,"EDGEWOOD, NM",United States,,Fatal(2),Destroyed,N5069Q,Cessna,310N,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Cruise,,2.0,1.0,0.0
20001214X35494,Accident,DCA85RA007,1985-01-01,"LA PAZ, Bolivia",Bolivia,LA PAZ INTERNATIONAL,Fatal(29),Destroyed,N819EA,Boeing,727-225,3.0,Turbo Fan,Unknown,29.0,0.0,0.0,0.0,UNK,,06-02-1995,29.0,1.0,0.0
20001214X35463,Accident,ATL85LA075,1985-01-01,"DUBLIN, NC",United States,,Non-Fatal,Substantial,N50913,Cessna,150J,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,,1.0,0.0,1.0
20001214X35584,Accident,MKC85FA042,1985-01-02,"PAWNEE CITY, NE",United States,,Fatal(1),Substantial,N7138F,Cessna,150F,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Maneuvering,,2.0,0.5,0.0
20001214X35504,Accident,DEN85LA058,1985-01-02,"LORDSBURG, NM",United States,,Non-Fatal,Substantial,N101PQ,Cessna,210B,1.0,Reciprocating,Personal,0.0,0.0,5.0,0.0,VMC,Cruise,,5.0,0.0,0.0
20001214X35480,Accident,CHI85LA083,1985-01-02,"MT STERLING, IL",United States,BROWN COUNTY,Non-Fatal,Substantial,N9484H,Cessna,172M,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,Landing,,5.0,0.0,1.0
20001214X35587,Accident,MKC85LA043,1985-01-03,"ELLISONORE, MO",United States,,Non-Fatal,Substantial,N20828,Cessna,182P,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,IMC,Cruise,,4.0,0.0,1.0
20001214X35544,Accident,LAX85LA096,1985-01-04,"CAMARILLO, CA",United States,CAMARILLO,Non-Fatal,Substantial,N5194U,Cessna,172RG,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,,3.0,0.0,1.0
20001214X35450,Accident,ANC85LA032,1985-01-04,"NUIQSUT, AK",United States,NUIQSUT,Non-Fatal,Substantial,N9237M,Cessna,207A,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Landing,,2.0,0.0,1.0
20001214X35611,Accident,SEA85LA039,1985-01-05,"PULLMAN, WA",United States,PULLMAN-MOSCOW,Non-Fatal,Substantial,N4702A,Cessna,152A,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,,1.0,0.0,1.0
20001214X35529,Accident,LAX85FA097,1985-01-05,"EL MONTE, CA",United States,,Non-Fatal,Substantial,N58816,Cessna,182P,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,,1.0,0.0,1.0
20001214X35574,Accident,MIA85LA075A,1985-01-06,"WESLEY CHAPEL, FL",United States,TOPP OF TAMPA,Non-Fatal,Substantial,N94560,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,,2.0,0.0,1.0
20001214X35519,Accident,FTW85LA093,1985-01-06,"CORPUS CHRISTI, TX",United States,CORPUS CHRISTI INTL,Non-Fatal,Substantial,N5301A,Cessna,310,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,,1.0,0.0,1.0
20001214X35574,Accident,MIA85LA075B,1985-01-06,"WESLEY CHAPEL, FL",United States,TOPP OF TAMPA,Non-Fatal,Substantial,N3854D,Cessna,182A,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Taxi,,2.0,0.0,1.0
20001214X35570,Incident,MIA85IA074,1985-01-07,"MIAMI, FL",United States,MIAMI INT'L,Incident,Minor,N60SA,Cessna,C-402,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,,1.0,0.0,1.0
20001214X35459,Accident,ATL85FA077,1985-01-07,"CROSSVILLE, TN",United States,,Fatal(4),Destroyed,N4716R,Cessna,R182,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,Cruise,,4.0,1.0,0.0
20001214X35600,Accident,NYC85LA053,1985-01-07,"NORTH EAST, PA",United States,,Non-Fatal,Substantial,N91046,Cessna,C207,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Approach,,1.0,0.0,1.0
20001214X35589,Accident,MKC85LA046,1985-01-08,"DES MOINES, IA",United States,JONES FIELD,Non-Fatal,Substantial,N68318,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Landing,,1.0,0.0,0.0
20001214X35496,Accident,DEN85FA062,1985-01-08,"SALT LAKE CITY, UT",United States,SALT LAKE CITY INT'L,Non-Fatal,Substantial,N2681B,Cessna,404,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,IMC,Takeoff,,2.0,0.0,1.0
20001214X35492,Accident,DCA85AA009,1985-01-09,"KANSAS CITY, KS",United States,KANSAS CITY DOWNTOWN,Fatal(3),Destroyed,N357Q,Lockheed,188A,4.0,Turbo Prop,Unknown,3.0,0.0,0.0,0.0,VMC,Go-around,,3.0,1.0,0.0
20001214X35482,Accident,CHI85LA086,1985-01-09,"PLATO CENTER, IL",United States,OLSON,Non-Fatal,Substantial,N7513Q,Cessna,310Q,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,,1.0,0.0,1.0
20001214X35520,Accident,FTW85LA095,1985-01-09,"HOUSTON, TX",United States,,Non-Fatal,Substantial,N73849,Cessna,172N,1.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,Descent,,1.0,0.0,0.0
20001214X35452,Accident,ANC85LA034,1985-01-09,"MT VILLAGE, AK",United States,MT VILLAGE,Non-Fatal,Substantial,N9946M,Cessna,207,1.0,Reciprocating,Unknown,0.0,0.0,2.0,1.0,VMC,Takeoff,,3.0,0.0,0.3333333333333333
20001214X35532,Accident,LAX85FA102,1985-01-10,"HESPERIA, CA",United States,HESPERIA,Non-Fatal,Destroyed,N210NF,Cessna,T210L,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Approach,,2.0,0.0,0.0
20001214X35551,Accident,LAX85LA108,1985-01-11,"SAN JOSE, CA",United States,SAN JOSE MUNI,Non-Fatal,Substantial,N4691Q,Cessna,T210L,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,,1.0,0.0,1.0
20001214X35456,Accident,ANC85LA039,1985-01-11,"NOME, AK",United States,NOME,Non-Fatal,Substantial,N7396U,Cessna,C-207,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,IMC,Approach,,2.0,0.0,1.0
20001214X35533,Accident,LAX85FA106,1985-01-12,"EL MONTE, CA",United States,EL MONTE,Non-Fatal,Destroyed,N34212,Cessna,177B,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Approach,,2.0,0.0,0.0
20001214X35483,Accident,CHI85LA087,1985-01-12,"CENTRAL, IN",United States,,Non-Fatal,Substantial,N10543,Cessna,150L,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,,1.0,0.0,0.0
20001214X35465,Accident,ATL85LA078,1985-01-12,"BATESVILLE, MS",United States,,Non-Fatal,Substantial,N9904T,Cessna,182C,1.0,Reciprocating,Other Work Use,0.0,0.0,0.0,1.0,VMC,Descent,,1.0,0.0,1.0
20001214X35592,Accident,MKC85LA049,1985-01-13,"INDEPENDENCE, MO",United States,INDEPENDENCE MEM,Non-Fatal,Substantial,N7025X,Cessna,150A,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,,1.0,0.0,1.0
20001214X35590,Accident,MKC85LA047,1985-01-13,"VERMILLION, KS",United States,BRAMHALL (PVT),Non-Fatal,Substantial,N5649E,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Takeoff,,2.0,0.0,0.5
20001214X35583,Accident,MIA85LAMS2,1985-01-14,"ATLANTIC OCEAN, FL",United States,,Fatal(4),Destroyed,N505CX,Cessna,337,2.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,UNK,Unknown,,4.0,1.0,0.0
20001214X35577,Accident,MIA85LA080,1985-01-14,"FT MYERS, FL",United States,PAGE,Non-Fatal,Substantial,N9383X,Cessna,182E,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,,1.0,0.0,1.0
20001214X35552,Accident,LAX85LA109,1985-01-14,"FULLERTON, CA",United States,FULLERTON MUNI,Non-Fatal,Substantial,N3279T,Cessna,177,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Landing,,2.0,0.0,0.0
20001214X35508,Accident,DEN85LA063,1985-01-14,"MISSOULA, MT",United States,,Non-Fatal,Substantial,N1416Q,Cessna,150,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,,2.0,0.0,1.0
20001214X35568,Accident,MIA85FA081,1985-01-15,"STUART, FL",United States,,Non-Fatal,Substantial,N6164N,Cessna,210M,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Cruise,,1.0,0.0,1.0
20001214X35601,Accident,NYC85LA054,1985-01-16,"FRANKLIN, PA",United States,FRANKLIN,Non-Fatal,Substantial,N5497P,Cessna,152II,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Maneuvering,,2.0,0.0,1.0
20001214X35612,Accident,SEA85LA042,1985-01-16,"TROUTDALE, OR",United States,TROUTDALE,Non-Fatal,Substantial,N6475B,Cessna,T210M,1.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,Maneuvering,,1.0,0.0,0.0
20001214X35449,Accident,ANC85FA095,1985-01-16,"PORT ALSWORTH, AK",United States,,Fatal(1),Substantial,N1618U,Cessna,207,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,UNK,Maneuvering,,1.0,1.0,0.0
20001214X35500,Incident,DEN85IA065,1985-01-17,"FLUSHING, NY",United States,LAGUARDIA,Incident,Minor,N79748,Boeing,727-224,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,86.0,IMC,Takeoff,,86.0,0.0,1.0
20001214X35460,Accident,ATL85FA079,1985-01-17,"JOHNSON CITY, TN",United States,,Fatal(3),Destroyed,N4124Q,Cessna,340,2.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Cruise,,3.0,1.0,0.0
20001214X35556,Accident,LAX85LA114,1985-01-17,"SAN CARLOS, AZ",United States,SAN CORLOS,Non-Fatal,Substantial,N3820S,Cessna,172E,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,,1.0,0.0,1.0
20001214X35522,Accident,FTW85LA097,1985-01-17,"WICHITA FALLS, TX",United States,WICHITA VALLEY,Non-Fatal,Substantial,N5162D,Cessna,182A,1.0,Reciprocating,Business,0.0,0.0,2.0,0.0,VMC,Approach,,2.0,0.0,0.0
20001214X35466,Accident,ATL85LA080,1985-01-18,"BEAVER, WV",United States,RALEIGH-CO MEMORIAL,Non-Fatal,Substantial,N69938,Cessna,310Q,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Landing,,2.0,0.0,1.0
20001214X35523,Accident,FTW85LA098,1985-01-19,"ABILENE, TX",United States,ABILENE MUNI,Non-Fatal,Destroyed,N735QN,Cessna,182Q,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Cruise,,1.0,0.0,0.0
20001214X35510,Accident,DEN85LA066,1985-01-19,"CANON CITY, CO",United States,,Non-Fatal,Substantial,N4925M,Cessna,152,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,IMC,Cruise,,2.0,0.0,0.0
20001214X35602,Accident,NYC85LA055,1985-01-20,"ENDICOTT, NY",United States,TRI-CITIES,Non-Fatal,Substantial,N9940Z,Cessna,206G,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,Approach,,5.0,0.0,1.0
20001214X35536,Accident,LAX85FA119,1985-01-21,"PINE VALLEY, CA",United States,,Fatal(2),Destroyed,N24BC,Cessna,A185F,1.0,Reciprocating,Business,2.0,0.0,0.0,0.0,IMC,Cruise,,2.0,1.0,0.0
20001214X35493,Accident,DCA85AA010,1985-01-21,"RENO, NV",United States,RENO CANNON INTL,Fatal(70),Destroyed,N5532,Lockheed,188C,4.0,Turbo Prop,Unknown,70.0,1.0,0.0,0.0,VMC,Takeoff,,71.0,0.9859154929577465,0.0
20001214X35580,Accident,MIA85LA084,1985-01-21,"ORLANDO, FL",United States,,Non-Fatal,Substantial,N6829L,Cessna,340A,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Maneuvering,,1.0,0.0,1.0
20001214X35560,Accident,LAX85LA120,1985-01-22,"CHANDLER, AZ",United States,CHANDLER MUNI,Non-Fatal,Substantial,N65273,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,,1.0,0.0,1.0
20001214X35501,Incident,DEN85IA068,1985-01-23,"STEAMBOAT SPRIN, CO",United States,,Incident,,N7343F,Boeing,737-291,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,107.0,VMC,Descent,,107.0,0.0,1.0
20001214X35593,Accident,MKC85LA050,1985-01-23,"BELOIT, KS",United States,MUNICIPAL,Non-Fatal,Substantial,N10894,Cessna,150L,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,,1.0,0.0,1.0
20001214X35561,Accident,LAX85LA121,1985-01-23,"EUREKA, CA",United States,KNEELAND,Non-Fatal,Substantial,N4931P,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,,1.0,0.0,1.0
20001214X35475,Accident,CHI85FA096,1985-01-23,"WHEELING, IL",United States,PAL-WAUKEE,Non-Fatal,Substantial,N11413,Cessna,150L,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,,2.0,0.0,1.0
20001214X35461,Accident,ATL85FA081,1985-01-24,"LETOHATCHEE, AL",United States,DANNELLY,Fatal(2),Destroyed,N2431X,Cessna,182H,1.0,Reciprocating,Business,2.0,0.0,0.0,0.0,VMC,Maneuvering,,2.0,1.0,0.0
20001214X35527,Accident,FTW85LA103,1985-01-25,"COUSHATTA, LA",United States,THE RED RIVER,Non-Fatal,Substantial,N7718X,Cessna,172B,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,,1.0,0.0,0.0
20001214X35511,Accident,DEN85LA070,1985-01-25,"CEDAR CITY, UT",United States,CEDAR CITY MUNI,Non-Fatal,Substantial,N29044,Cessna,206,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Landing,,2.0,0.0,0.0
20001214X35609,Accident,SEA85FA050,1985-01-26,"WHITE CITY, OR",United States,BEAGLE SKY RANCH,Fatal(2),Destroyed,N7277M,Cessna,175,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Go-around,,2.0,1.0,0.0
20001214X35585,Accident,MKC85FA051,1985-01-26,"ASHDOWN, AR",United States,,Fatal(2),Destroyed,N89782,Cessna,152,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Maneuvering,,2.0,1.0,0.0
